id,question,em,ex,rves_score,time_ratio,gold_row_count,predicted_row_count,empty_result_match,errors
1,,0,1,111.8034,3.03791,1,1,FALSE,[]
2,,0,0,0,0,3,4,FALSE,[]
3,,0,0,0,0,1,1,FALSE,[]
4,,0,0,0,0,15,15,FALSE,[]
5,,0,1,111.8034,2.592205,1,1,FALSE,[]
6,,0,0,0,0,25,6,FALSE,[]
7,,0,0,0,0,3,3,FALSE,[]
8,,0,1,86.6025,0.511235,1,1,FALSE,[]
9,,0,1,111.8034,2.053963,1,1,FALSE,[]
10,,0,1,111.8034,2.19641,1,1,FALSE,[]
11,,0,0,0,0,2,2,FALSE,[]
12,,0,0,0,0,6,6,FALSE,[]
13,,0,0,0,0,7,7,FALSE,[]
14,,0,1,86.6025,0.760106,8,8,FALSE,[]
15,,0,0,0,0,1,1,FALSE,[]
16,,0,0,0,0,8,8,FALSE,[]
17,,0,1,100,1.248207,3,3,FALSE,[]
18,,0,0,0,0,1,1,FALSE,[]
19,,0,1,100,1.084506,1,1,FALSE,[]
20,,0,0,0,0,27,26,FALSE,[]
21,,0,0,0,0,3,3,FALSE,[]
22,,1,1,86.6025,0.981181,1,1,FALSE,[]
23,,0,0,0,0,12,13,FALSE,[]
24,,0,1,86.6025,0.953691,1,1,FALSE,[]
25,,0,1,100,1.034679,1,1,FALSE,[]
26,,1,1,100,1.003548,1,1,FALSE,[]
27,,1,1,86.6025,0.975904,1,1,FALSE,[]
28,,0,0,0,0,1,1,FALSE,[]
29,,0,0,0,0,3,3,FALSE,[]
30,,1,1,100,1.02679,1,1,FALSE,[]
31,,0,1,100,1.010668,1,1,FALSE,[]
32,,0,1,86.6025,0.968639,1,1,FALSE,[]
33,,0,1,100,1.392669,1,1,FALSE,[]
34,,0,0,0,0,1,1,FALSE,[]
35,,0,1,100,1.013327,1,1,FALSE,[]
36,,0,1,86.6025,0.912355,1,1,FALSE,[]
37,,0,0,0,0,10,10,FALSE,[]
38,,0,1,100,1.245814,30,30,FALSE,[]
39,,0,0,0,0,6,6,FALSE,[]
40,,0,0,0,0,2,2,FALSE,[]
41,,0,0,0,0,7,7,FALSE,[]
42,,0,0,0,0,4,4,FALSE,[]
43,,0,1,86.6025,0.999126,6,6,FALSE,[]
44,,0,0,0,0,7,20,FALSE,[]
45,,0,0,0,0,10,10,FALSE,[]
46,,0,0,0,0,2,1,FALSE,[]
47,,0,1,86.6025,0.850992,1,1,FALSE,[]
48,,0,0,0,0,3,3,FALSE,[]
49,,0,0,0,0,6,6,FALSE,[]
50,,0,1,100,1.009856,1,1,FALSE,[]
51,,0,0,0,0,15,15,FALSE,[]
52,,0,1,100,1.034579,1,1,FALSE,[]
53,,0,1,100,1.012535,1,1,FALSE,[]
54,,0,1,111.8034,2.855722,1,1,FALSE,[]
55,,0,0,0,0,11,11,FALSE,[]
56,,0,0,0,0,10,10,FALSE,[]
57,,0,0,0,0,2,2,FALSE,[]
58,,0,0,0,0,88,88,FALSE,[]
59,,0,0,0,0,1,1,FALSE,[]
60,,0,0,0,0,15,27,FALSE,[]
61,,0,0,0,0,2,2,FALSE,[]
62,,0,0,0,0,3,3,FALSE,[]
63,,0,1,100,1.000009,6,6,FALSE,[]
64,,0,0,0,0,1,1,FALSE,[]
65,,0,0,0,0,1,1,FALSE,[]
66,,0,0,0,0,10,10,FALSE,[]
67,,0,0,0,0,3,3,FALSE,[]
68,,0,0,0,0,486,1,FALSE,[]
69,,0,0,0,0,3,3,FALSE,[]
70,,0,0,0,0,120,1,FALSE,[]
71,,0,0,0,0,10,10,FALSE,[]
72,,0,0,0,0,20,20,FALSE,[]
73,,0,0,0,0,6,6,FALSE,[]
74,,0,0,0,0,242,242,FALSE,[]
75,,0,0,0,0,6,18,FALSE,[]
76,,0,1,86.6025,0.630327,1,1,FALSE,[]
77,,0,0,0,0,10,10,FALSE,[]
78,,0,0,0,0,10,10,FALSE,[]
79,,0,0,0,0,10,10,FALSE,[]
80,,0,0,0,0,14,14,FALSE,[]
81,,0,1,100,1.350927,1,1,FALSE,[]
82,,0,0,0,0,9,9,FALSE,[]
83,,0,0,0,0,9,14,FALSE,[]
84,,0,0,0,0,3,3,FALSE,[]
85,,0,0,0,0,15,15,FALSE,[]
86,,0,0,0,0,3,3,FALSE,[]
87,,0,0,0,0,5,27,FALSE,[]
88,,0,0,0,0,20,20,FALSE,[]
89,,0,0,0,0,10,10,FALSE,[]
90,,0,0,0,0,3,3,FALSE,[]
91,,0,0,0,0,5,5,FALSE,[]
92,,0,0,0,0,3,3,FALSE,[]
93,,0,0,0,0,3,3,FALSE,[]
94,,0,0,0,0,2,2,FALSE,[]
95,,0,1,86.6025,0.869676,10,10,FALSE,[]
96,,0,0,0,0,10,10,FALSE,[]
97,,0,0,0,0,20,20,FALSE,[]
,,,30,,,,,,
